,time,total_time,Ewe,I,freq,Ewe_mod,I_mod,phase_Zwe,Ece_mod,Ice_mod,phase_Zce,Ece,I_range
0,1.0000080353711382,1.0000080353711382,0.09967903047800064,-6.256988854147494e-05,,,,,,,,,
1,2.0000160707422765,2.0000160707422765,0.0992971658706665,-6.0201200540177524e-05,,,,,,,,,
2,,4.301000118255615,0.09955236315727234,-1.389821136399405e-05,100015.6171875,0.009060777723789215,0.001656089792959392,-0.044481061398983,0.010435529053211212,0.0016560973599553108,-0.03556911274790764,1.7820748090744019,-1.389821136399405e-05
3,,4.84499979019165,0.09959127753973007,-1.726429763948545e-05,88999.9921875,0.009041838347911835,0.0016790041700005531,-0.0410383976995945,0.010603020898997784,0.0016790120862424374,-0.06886614114046097,1.7826824188232422,-1.726429763948545e-05
4,,5.388999938964844,0.09956448525190353,-1.0119993021362461e-05,78015.6171875,0.009031812660396099,0.0016910940175876021,-0.05493832007050514,0.01083403080701828,0.001691098790615797,-0.10869985818862915,1.7829653024673462,-1.0119993021362461e-05
5,,5.933000087738037,0.09956368058919907,-9.236042387783527e-06,66999.9921875,0.009288283996284008,0.001758402562700212,-0.06724930554628372,0.011402749456465244,0.0017584062879905105,-0.14470557868480682,1.783888816833496,-9.236042387783527e-06
6,,6.4770002365112305,0.0995909795165062,-1.4379344975168351e-05,56015.62109375,0.009319735690951347,0.0017831249861046672,-0.1023208349943161,0.011751282028853893,0.001783127780072391,-0.19598835706710815,1.7848637104034424,-1.4379344975168351e-05
7,,7.020999908447266,0.09956556558609009,-1.2374613106658217e-05,44999.9921875,0.0093248775228858,0.0017973813228309155,-0.1434517800807953,0.012120532803237438,0.0017973830690607429,-0.25731176137924194,1.786011815071106,-1.2374613106658217e-05
8,,7.565000057220459,0.09954723715782166,-1.0979693797708023e-05,34015.6171875,0.009356830269098282,0.00177876150701195,-0.20757299661636353,0.012541799806058407,0.0017787638353183866,-0.3450024425983429,1.7868479490280151,-1.0979693797708023e-05
9,,8.109000205993652,0.09957582503557205,-1.4843700228084344e-05,22999.998046875,0.009459419175982475,0.001706311828456819,-0.3177885115146637,0.01319869328290224,0.0017063134582713246,-0.4795228838920593,1.7877178192138672,-1.4843700228084344e-05
10,,8.517000198364258,0.09957841783761978,-2.2523234292748384e-05,12015.625,0.00874275155365467,0.0013522558147087693,-0.5094892382621765,0.01327494252473116,0.0013522565132007003,-0.7122883796691895,1.787366271018982,-2.2523234292748384e-05
11,,9.137999534606934,0.09957606345415115,-1.0233810826321132e-05,1001.6024780273438,0.010226193815469742,0.0004062253574375063,-0.9415308237075806,0.02598191797733307,0.0004062252992298454,-1.2706704139709473,1.7839864492416382,-1.0233810826321132e-05
