,time,total_time,Ewe,I,freq,Ewe_mod,I_mod,phase_Zwe,Ece_mod,Ice_mod,phase_Zce,Ece,I_range
0,1.0000080353711382,1.0000080353711382,0.10032971948385239,-0.0018247604602947831,,,,,,,,,
1,2.0000160707422765,2.0000160707422765,0.09948962181806564,-0.0010585776763036847,,,,,,,,,
2,,3.8489999771118164,0.09974351525306702,-0.0007068212726153433,100015.6171875,0.009072060696780682,0.0016992677701637149,-0.026832543313503265,0.013844196684658527,0.001699293963611126,-0.03272930905222893,1.9663206338882446,-0.0007068212726153433
3,,4.39300012588501,0.09971793740987778,-0.0006648431299254298,88999.9921875,0.009204180911183357,0.0017554587684571743,-0.02946782298386097,0.014286921359598637,0.0017554800724610686,-0.06207135319709778,1.9657119512557983,-0.0006648431299254298
4,,4.936999797821045,0.09970492124557495,-0.00063743517966941,78015.6171875,0.009194856509566307,0.0017584412125870585,-0.031152497977018356,0.01450416725128889,0.0017584596062079072,-0.09294971823692322,1.9655935764312744,-0.00063743517966941
5,,5.480999946594238,0.09971021860837936,-0.0006195753230713308,66999.9921875,0.009152313694357872,0.001779469777829945,-0.053272172808647156,0.0147864930331707,0.001779482583515346,-0.12845270335674286,1.9661000967025757,-0.0006195753230713308
6,,6.025000095367432,0.09969118237495422,-0.0006068699876777828,56015.62109375,0.009127250872552395,0.0017857028869912028,-0.07690902054309845,0.015040638856589794,0.001785713597200811,-0.16622067987918854,1.9668165445327759,-0.0006068699876777828
7,,6.569000244140625,0.09970005601644516,-0.0005978067638352513,44999.9921875,0.009178435429930687,0.0018015942769125104,-0.11490774899721146,0.015459034591913223,0.0018016000976786017,-0.21653425693511963,1.9676456451416016,-0.0005978067638352513
8,,7.11299991607666,0.0997081845998764,-0.00058780174003914,34015.6171875,0.009324131533503532,0.0018118616426363587,-0.16702117025852203,0.016088025644421577,0.0018118653679266572,-0.28904539346694946,1.9686408042907715,-0.00058780174003914
9,,7.6570000648498535,0.09972535818815231,-0.000581560016144067,22999.998046875,0.009351227432489395,0.0017274023266509175,-0.2509351074695587,0.016628514975309372,0.0017274027923122048,-0.40030062198638916,1.969307780265808,-0.000581560016144067
10,,8.201000213623047,0.09969783574342728,-0.0005781995714642107,12015.625,0.009794849902391434,0.0015463805757462978,-0.38407304883003235,0.018398098647594452,0.0015463806921616197,-0.6010255217552185,1.9697515964508057,-0.0005781995714642107
11,,8.821999549865723,0.09971696883440018,-0.0005705088842660189,1001.6024780273438,0.009986262768507004,0.0007796259596943855,-0.25832417607307434,0.04227513447403908,0.0007796260179020464,-0.6897829174995422,1.9606115818023682,-0.0005705088842660189
