,time,total_time,Ewe,I,freq,Ewe_mod,I_mod,phase_Zwe,Ece_mod,Ice_mod,phase_Zce,Ece,I_range
0,1.0000080353711382,1.0000080353711382,0.10019224882125854,-0.00010529877908993512,,,,,,,,,
1,2.0000160707422765,2.0000160707422765,0.10019224882125854,-8.963125583250076e-05,,,,,,,,,
2,,4.006999969482422,0.09940577298402786,-4.155834540142678e-05,100015.6171875,0.00884188525378704,0.001409050077199936,-0.026347558945417404,0.01033075526356697,0.0014090592740103602,0.05208746716380119,1.6140108108520508,-4.155834540142678e-05
3,,4.551000118255615,0.09937720745801926,-3.745190770132467e-05,88999.9921875,0.008891714736819267,0.0014400114305317402,-0.02843276783823967,0.010537206195294857,0.0014400179497897625,0.02633645199239254,1.612891435623169,-3.745190770132467e-05
4,,5.09499979019165,0.09938879311084747,-2.968473381770309e-05,78015.6171875,0.00903106015175581,0.001488693873398006,-0.03849959746003151,0.010898248292505741,0.0014887001598253846,0.007230053190141916,1.6119433641433716,-2.968473381770309e-05
5,,5.638999938964844,0.09939014911651611,-4.0715414797887206e-05,66999.9921875,0.00922030583024025,0.0015239774947986007,-0.05441149324178696,0.011276892386376858,0.0015239814529195428,-0.014180549420416355,1.611112356185913,-4.0715414797887206e-05
6,,6.183000087738037,0.09936082363128662,-3.0175197025528178e-05,56015.62109375,0.008844245225191116,0.0014856626512482762,-0.0785546749830246,0.011035680770874023,0.0014856663765385747,-0.0369299091398716,1.6103739738464355,-3.0175197025528178e-05
7,,6.7270002365112305,0.09937024116516113,-2.9494513000827283e-05,44999.9921875,0.00931599736213684,0.0015548636438325047,-0.12058600783348083,0.011660928837954998,0.0015548657393082976,-0.06806103885173798,1.6096787452697754,-2.9494513000827283e-05
8,,7.270999908447266,0.09937519580125809,-3.127918898826465e-05,34015.6171875,0.009418760426342487,0.001557699404656887,-0.17261138558387756,0.011806130409240723,0.001557700801640749,-0.10737890750169754,1.6090757846832275,-3.127918898826465e-05
9,,7.815000057220459,0.09937144815921783,-2.4748433133936487e-05,22999.998046875,0.009585784748196602,0.0015385464066639543,-0.26365020871162415,0.011937211267650127,0.0015385461738333106,-0.1658855825662613,1.6085633039474487,-2.4748433133936487e-05
10,,8.222999572753906,0.0994085893034935,-2.665433203219436e-05,12015.625,0.009542440064251423,0.0013504348462447524,-0.43393248319625854,0.011264026165008545,0.001350434380583465,-0.2778562605381012,1.6081746816635132,-2.665433203219436e-05
11,,8.843999862670898,0.09942378848791122,-3.7360587157309055e-05,1001.6024780273438,0.010370314121246338,0.0004137280338909477,-0.9597992897033691,0.008640126325190067,0.0004137279756832868,-0.9270803928375244,1.6074610948562622,-3.7360587157309055e-05
